window_start,instrument,topic,lag,m5_p,m5_score,m5_n,m6_ic,m6_p,m6_n,research,production,error
2022-01-02,MSCI_WORLD,banking,30,0.806108,9.5e-05,258,0.032585,0.64,229,False,False,
2022-01-02,MSCI_WORLD,gold,1,0.823373,0.000181,258,0.056658,0.785,258,False,False,
2022-01-02,MSCI_WORLD,gold,7,0.159184,0.001175,258,0.02213,0.455,252,False,False,
2022-01-02,MSCI_WORLD,gold,14,0.014732,0.002068,258,0.121827,0.02,245,True,False,
2022-01-02,MSCI_WORLD,gold,30,0.999503,-0.0,258,0.019918,0.43,229,False,False,
2022-01-09,USD_RUB,oil,1,0.309462,0.002175,259,0.00111,0.555,258,False,False,
2022-01-09,USD_RUB,oil,7,0.129023,-0.003048,259,0.013027,0.535,252,False,False,
2022-01-09,USD_RUB,oil,14,0.884776,0.000279,259,0.126686,0.98,245,False,False,
2022-01-09,USD_RUB,oil,30,0.118881,0.001817,259,0.032858,0.27,229,False,False,
2022-01-09,USD_RUB,rate,1,0.920726,-0.000213,259,0.132506,0.99,258,False,False,
2022-01-09,USD_RUB,rate,7,0.638645,0.001048,259,0.043106,0.255,252,False,False,
2022-01-09,USD_RUB,rate,14,0.608047,0.001268,259,0.028535,0.33,245,False,False,
2022-01-09,USD_RUB,rate,30,0.578635,-0.000551,259,0.01295,0.585,229,False,False,
2022-01-09,USD_RUB,ruble,1,0.088706,0.00311,259,0.017215,0.61,258,False,False,
2022-01-09,USD_RUB,ruble,7,0.816665,0.000448,259,0.021517,0.355,252,False,False,
2022-01-09,USD_RUB,ruble,14,0.996232,-1e-05,259,0.183828,0.98,245,False,False,
2022-01-09,USD_RUB,ruble,30,0.551879,-0.000627,259,0.091085,0.115,229,False,False,
2022-01-09,USD_RUB,sanctions,1,0.055896,0.002587,259,0.080777,0.835,258,False,False,
2022-01-09,USD_RUB,sanctions,7,0.857291,0.000297,259,0.108156,0.11,252,False,False,
2022-01-09,USD_RUB,sanctions,14,0.191155,-0.002635,259,0.121463,0.95,245,False,False,
2022-01-09,USD_RUB,sanctions,30,0.880832,0.000173,259,0.04295,0.29,229,False,False,
2022-01-09,USD_RUB,inflation,1,0.436963,-0.001529,259,0.034411,0.725,258,False,False,
2022-01-09,USD_RUB,inflation,7,0.788339,0.000554,259,0.091598,0.89,252,False,False,
2022-01-09,USD_RUB,inflation,14,0.842396,0.000452,259,0.068041,0.86,245,False,False,
2022-01-09,USD_RUB,inflation,30,0.861318,0.000162,259,0.069414,0.835,229,False,False,
2022-01-09,USD_RUB,banking,1,0.54477,-0.001267,259,0.054787,0.8,258,False,False,
2022-01-09,USD_RUB,banking,7,0.19517,0.002751,259,0.019287,0.575,252,False,False,
2022-01-09,USD_RUB,banking,14,0.910598,0.000266,259,0.150664,0.98,245,False,False,
2022-01-09,USD_RUB,banking,30,0.309586,-0.001077,259,0.095819,0.98,229,False,False,
2022-01-09,USD_RUB,gold,1,0.740356,-0.000707,259,0.08556,0.88,258,False,False,
2022-01-09,USD_RUB,gold,7,0.001486,0.006961,259,0.028045,0.41,252,False,False,
2022-01-09,USD_RUB,gold,14,0.503853,0.001516,259,0.136533,0.955,245,False,False,
2022-01-09,USD_RUB,gold,30,0.863919,-0.000168,259,0.052704,0.76,229,False,False,
2022-01-09,EUR_RUB,oil,1,0.309462,0.002175,259,0.00111,0.555,258,False,False,
2022-01-09,EUR_RUB,oil,7,0.129023,-0.003048,259,0.013027,0.535,252,False,False,
2022-01-09,EUR_RUB,oil,14,0.884776,0.000279,259,0.126686,0.98,245,False,False,
2022-01-09,EUR_RUB,oil,30,0.118881,0.001817,259,0.032858,0.27,229,False,False,
2022-01-09,EUR_RUB,rate,1,0.920726,-0.000213,259,0.132506,0.99,258,False,False,
2022-01-09,EUR_RUB,rate,7,0.638645,0.001048,259,0.043106,0.255,252,False,False,
2022-01-09,EUR_RUB,rate,14,0.608047,0.001268,259,0.028535,0.33,245,False,False,
2022-01-09,EUR_RUB,rate,30,0.578635,-0.000551,259,0.01295,0.585,229,False,False,
2022-01-09,EUR_RUB,ruble,1,0.088706,0.00311,259,0.017215,0.61,258,False,False,
2022-01-09,EUR_RUB,ruble,7,0.816665,0.000448,259,0.021517,0.355,252,False,False,
2022-01-09,EUR_RUB,ruble,14,0.996232,-1e-05,259,0.183828,0.98,245,False,False,
2022-01-09,EUR_RUB,ruble,30,0.551879,-0.000627,259,0.091085,0.115,229,False,False,
2022-01-09,EUR_RUB,sanctions,1,0.055896,0.002587,259,0.080777,0.835,258,False,False,
2022-01-09,EUR_RUB,sanctions,7,0.857291,0.000297,259,0.108156,0.11,252,False,False,
2022-01-09,EUR_RUB,sanctions,14,0.191155,-0.002635,259,0.121463,0.95,245,False,False,
2022-01-09,EUR_RUB,sanctions,30,0.880832,0.000173,259,0.04295,0.29,229,False,False,
2022-01-09,EUR_RUB,inflation,1,0.436963,-0.001529,259,0.034411,0.725,258,False,False,
2022-01-09,EUR_RUB,inflation,7,0.788339,0.000554,259,0.091598,0.89,252,False,False,
2022-01-09,EUR_RUB,inflation,14,0.842396,0.000452,259,0.068041,0.86,245,False,False,
2022-01-09,EUR_RUB,inflation,30,0.861318,0.000162,259,0.069414,0.835,229,False,False,
2022-01-09,EUR_RUB,banking,1,0.54477,-0.001267,259,0.054787,0.8,258,False,False,
2022-01-09,EUR_RUB,banking,7,0.19517,0.002751,259,0.019287,0.575,252,False,False,
2022-01-09,EUR_RUB,banking,14,0.910598,0.000266,259,0.150664,0.98,245,False,False,
2022-01-09,EUR_RUB,banking,30,0.309586,-0.001077,259,0.095819,0.98,229,False,False,
2022-01-09,EUR_RUB,gold,1,0.740356,-0.000707,259,0.08556,0.88,258,False,False,
2022-01-09,EUR_RUB,gold,7,0.001486,0.006961,259,0.028045,0.41,252,False,False,
2022-01-09,EUR_RUB,gold,14,0.503853,0.001516,259,0.136533,0.955,245,False,False,
2022-01-09,EUR_RUB,gold,30,0.863919,-0.000168,259,0.052704,0.76,229,False,False,
2022-01-09,BRENT,oil,1,0.928413,0.000167,256,0.055737,0.2,255,False,False,
2022-01-09,BRENT,oil,7,0.707569,-0.000659,256,0.01119,0.525,249,False,False,
2022-01-09,BRENT,oil,14,0.557436,0.001046,256,0.044058,0.245,242,False,False,
2022-01-09,BRENT,oil,30,0.682799,0.000296,256,0.088382,0.085,226,False,False,
2022-01-09,BRENT,rate,1,0.865109,-0.000312,256,0.060665,0.205,255,False,False,
2022-01-09,BRENT,rate,7,0.484411,0.001317,256,0.011608,0.415,249,False,False,
2022-01-09,BRENT,rate,14,0.469284,0.001515,256,0.001348,0.505,242,False,False,
2022-01-09,BRENT,rate,30,0.725701,0.00029,256,0.077154,0.855,226,False,False,
2022-01-09,BRENT,ruble,1,0.130901,0.002391,256,0.009169,0.5,255,False,False,
2022-01-09,BRENT,ruble,7,0.015548,-0.004267,256,0.028723,0.59,249,False,False,
2022-01-09,BRENT,ruble,14,0.824559,0.000425,256,0.014298,0.59,242,False,False,
2022-01-09,BRENT,ruble,30,0.227158,0.00097,256,0.010058,0.385,226,False,False,
2022-01-09,BRENT,sanctions,1,0.940075,-8.7e-05,256,0.002071,0.51,255,False,False,
2022-01-09,BRENT,sanctions,7,0.108294,-0.002145,256,0.174151,0.005,249,False,False,
2022-01-09,BRENT,sanctions,14,0.795697,-0.000431,256,0.05625,0.745,242,False,False,
2022-01-09,BRENT,sanctions,30,0.815362,-0.000214,256,0.033806,0.7,226,False,False,
2022-01-09,BRENT,inflation,1,0.72022,0.000602,256,0.038671,0.32,255,False,False,
2022-01-09,BRENT,inflation,7,0.564658,0.001015,256,0.131435,0.945,249,False,False,
2022-01-09,BRENT,inflation,14,0.856085,-0.000348,256,0.034303,0.71,242,False,False,
2022-01-09,BRENT,inflation,30,0.659344,0.000333,256,0.056732,0.195,226,False,False,
2022-01-09,BRENT,banking,1,0.481704,0.001266,256,0.025678,0.66,255,False,False,
2022-01-09,BRENT,banking,7,0.676666,0.000748,256,0.060319,0.19,249,False,False,
2022-01-09,BRENT,banking,14,0.759401,-0.000597,256,0.002739,0.47,242,False,False,
2022-01-09,BRENT,banking,30,0.508568,0.00037,256,0.020362,0.385,226,False,False,
2022-01-09,BRENT,gold,1,0.740067,-0.000612,256,0.033977,0.69,255,False,False,
2022-01-09,BRENT,gold,7,0.139486,0.002844,256,0.09007,0.07,249,False,False,
2022-01-09,BRENT,gold,14,0.053125,-0.003791,256,0.069381,0.125,242,False,False,
2022-01-09,BRENT,gold,30,0.674623,0.000343,256,0.173173,0.02,226,False,False,
2022-01-09,SP500,oil,1,0.626839,0.000424,260,0.010351,0.585,259,False,False,
2022-01-09,SP500,oil,7,0.496262,0.00049,260,0.098352,0.08,253,False,False,
2022-01-09,SP500,oil,14,0.709903,0.000293,260,0.116339,0.96,246,False,False,
2022-01-09,SP500,oil,30,0.51599,0.000289,260,0.027072,0.68,230,False,False,
2022-01-09,SP500,rate,1,0.496591,-0.000592,260,0.131627,0.975,259,False,False,
2022-01-09,SP500,rate,7,0.29421,0.000748,260,0.008888,0.42,253,False,False,
2022-01-09,SP500,rate,14,0.813903,-0.000181,260,0.083697,0.91,246,False,False,
2022-01-09,SP500,rate,30,0.727068,0.000144,260,0.09348,0.855,230,False,False,
2022-01-09,SP500,ruble,1,0.390796,0.000739,260,0.0324,0.28,259,False,False,
2022-01-09,SP500,ruble,7,0.923321,-8.1e-05,260,0.073414,0.825,253,False,False,
2022-01-09,SP500,ruble,14,0.980648,2.1e-05,260,0.051042,0.705,246,False,False,
2022-01-09,SP500,ruble,30,0.950533,-2.3e-05,260,0.054033,0.215,230,False,False,
2022-01-09,SP500,sanctions,1,0.496518,0.000557,260,0.005054,0.49,259,False,False,
2022-01-09,SP500,sanctions,7,0.629206,0.000326,260,0.028006,0.64,253,False,False,
2022-01-09,SP500,sanctions,14,0.396913,-0.000577,260,0.072612,0.8,246,False,False,
2022-01-09,SP500,sanctions,30,0.723692,0.000136,260,0.021059,0.35,230,False,False,
2022-01-09,SP500,inflation,1,0.827647,-0.000188,260,0.091866,0.92,259,False,False,
2022-01-09,SP500,inflation,7,0.546525,0.000382,260,0.030955,0.68,253,False,False,
2022-01-09,SP500,inflation,14,0.407733,-0.000593,260,0.147488,0.98,246,False,False,
2022-01-09,SP500,inflation,30,0.227278,0.000451,260,0.09068,0.865,230,False,False,
2022-01-09,SP500,banking,1,0.917255,9e-05,260,0.04954,0.78,259,False,False,
2022-01-09,SP500,banking,7,0.964289,-3.3e-05,260,0.103851,0.92,253,False,False,
2022-01-09,SP500,banking,14,0.89527,0.000102,260,0.026479,0.66,246,False,False,
2022-01-09,SP500,banking,30,0.938214,-3.1e-05,260,0.074402,0.83,230,False,False,
2022-01-09,SP500,gold,1,0.305068,0.000887,260,0.074842,0.895,259,False,False,
2022-01-09,SP500,gold,7,0.657194,0.000355,260,0.137733,0.97,253,False,False,
2022-01-09,SP500,gold,14,0.436465,-0.000647,260,0.053824,0.78,246,False,False,
2022-01-09,SP500,gold,30,0.826982,8.6e-05,260,0.02149,0.385,230,False,False,
2022-01-09,MSCI_WORLD,oil,1,0.566784,0.000466,259,0.003255,0.54,258,False,False,
2022-01-09,MSCI_WORLD,oil,7,0.467341,0.000556,259,0.041773,0.265,252,False,False,
2022-01-09,MSCI_WORLD,oil,14,0.452957,0.00056,259,0.101345,0.96,245,False,False,
2022-01-09,MSCI_WORLD,oil,30,0.393979,-0.00027,259,0.053831,0.785,229,False,False,
2022-01-09,MSCI_WORLD,rate,1,0.992872,-7e-06,259,0.002573,0.46,258,False,False,
2022-01-09,MSCI_WORLD,rate,7,0.655251,0.000382,259,0.099222,0.08,252,False,False,
2022-01-09,MSCI_WORLD,rate,14,0.129766,0.001374,259,0.081635,0.87,245,False,False,
2022-01-09,MSCI_WORLD,rate,30,0.622375,0.000157,259,0.062019,0.775,229,False,False,
2022-01-09,MSCI_WORLD,ruble,1,0.761239,-0.000211,259,0.137151,0.98,258,False,False,
2022-01-09,MSCI_WORLD,ruble,7,0.386885,0.000651,259,0.002491,0.54,252,False,False,
2022-01-09,MSCI_WORLD,ruble,14,0.053642,0.001597,259,0.066863,0.845,245,False,False,
2022-01-09,MSCI_WORLD,ruble,30,0.42235,-0.000291,259,0.002994,0.535,229,False,False,
2022-01-09,MSCI_WORLD,sanctions,1,0.820427,0.000116,259,0.050307,0.81,258,False,False,
2022-01-09,MSCI_WORLD,sanctions,7,0.085009,0.001057,259,0.003632,0.455,252,False,False,
2022-01-09,MSCI_WORLD,sanctions,14,0.377707,0.000623,259,0.045888,0.72,245,False,False,
2022-01-09,MSCI_WORLD,sanctions,30,0.158397,-0.000512,259,0.068725,0.84,229,False,False,
2022-01-09,MSCI_WORLD,inflation,1,0.926826,-6.9e-05,259,0.033877,0.705,258,False,False,
2022-01-09,MSCI_WORLD,inflation,7,0.740946,0.000263,259,0.004944,0.455,252,False,False,
2022-01-09,MSCI_WORLD,inflation,14,0.713249,0.000321,259,0.081554,0.845,245,False,False,
2022-01-09,MSCI_WORLD,inflation,30,0.820019,-7.5e-05,259,0.016874,0.56,229,False,False,
2022-01-09,MSCI_WORLD,banking,1,0.509183,0.000524,259,0.011057,0.565,258,False,False,
2022-01-09,MSCI_WORLD,banking,7,0.33519,0.000792,259,0.064484,0.815,252,False,False,
2022-01-09,MSCI_WORLD,banking,14,0.064132,0.001664,259,0.081037,0.87,245,False,False,
2022-01-09,MSCI_WORLD,banking,30,0.745229,0.000113,259,0.019089,0.35,229,False,False,
2022-01-09,MSCI_WORLD,gold,1,0.88481,0.000117,259,0.056451,0.81,258,False,False,
2022-01-09,MSCI_WORLD,gold,7,0.202416,0.001063,259,0.025647,0.35,252,False,False,
2022-01-09,MSCI_WORLD,gold,14,0.015356,0.002063,259,0.011413,0.41,245,False,False,
2022-01-09,MSCI_WORLD,gold,30,0.864081,-5.9e-05,259,0.074228,0.155,229,False,False,
2022-01-16,USD_RUB,oil,1,0.300096,0.002227,259,0.01579,0.41,258,False,False,
2022-01-16,USD_RUB,oil,7,0.125756,-0.002982,259,0.007775,0.43,252,False,False,
2022-01-16,USD_RUB,oil,14,0.705619,0.00083,259,0.068492,0.89,245,False,False,
2022-01-16,USD_RUB,oil,30,0.099404,0.002038,259,0.015984,0.455,229,False,False,
2022-01-16,USD_RUB,rate,1,0.951483,-0.000129,259,0.054378,0.765,258,False,False,
2022-01-16,USD_RUB,rate,7,0.525964,0.001402,259,0.024296,0.59,252,False,False,
2022-01-16,USD_RUB,rate,14,0.712849,0.000903,259,0.079951,0.18,245,False,False,
2022-01-16,USD_RUB,rate,30,0.64136,-0.000431,259,0.035118,0.755,229,False,False,
2022-01-16,USD_RUB,ruble,1,0.097115,0.003037,259,0.007801,0.445,258,False,False,
2022-01-16,USD_RUB,ruble,7,0.821331,0.000434,259,0.021586,0.57,252,False,False,
